1	1	4
1	2	5
1	3	5
1	4	5
1	5	5
1	6	4
1	7	3
1	8	5
1	9	5
10	11	3
12	12	3
12	13	4
12	14	4
15	15	3
15	16	4
15	17	3
15	18	4
15	19	5
15	20	3
15	21	3
15	22	5
15	23	3
24	24	4
25	26	4
25	27	4
25	28	4
25	29	5
25	30	5
25	31	5
25	32	4
25	33	4
25	34	4
25	25	4
25	35	4
36	36	5
37	38	4
37	39	4
37	40	4
37	37	4
41	41	3
41	42	3
41	43	5
41	44	5
41	45	5
41	46	5
47	47	3
48	49	4
48	50	4
48	51	4
48	52	4
48	48	4
48	53	5
48	54	3
48	55	4
48	56	4
48	57	4
48	58	5
48	59	4
48	60	4
48	61	4
48	62	3
48	63	3
48	64	4
48	65	5
48	66	4
48	67	5
48	68	4
48	69	4
48	70	4
48	71	4
48	72	4
48	73	4
48	74	4
48	75	4
48	76	4
77	77	4
78	79	5
78	80	4
78	81	4
78	82	4
78	83	4
78	84	4
78	85	4
78	86	4
78	87	4
78	88	4
78	89	4
78	90	4
78	91	4
78	92	5
78	93	4
78	94	4
78	95	5
78	96	4
78	97	4
78	98	4
78	99	4
78	100	5
78	101	5
78	102	4
78	103	4
78	104	5
78	105	4
78	106	4
78	107	4
78	40	4
78	108	5
78	109	4
78	110	4
78	111	4
78	112	5
78	113	5
114	115	5
114	116	4
114	114	4
117	118	5
117	119	5
120	45	5
120	121	5
122	22	5
122	123	4
122	124	4
125	126	5
125	127	4
125	128	4
125	129	5
130	130	4
131	131	3
131	132	3
131	133	4
134	135	5
134	136	5
134	137	5
134	134	4
134	138	4
134	79	5
134	139	5
134	140	3
134	141	4
134	142	4
143	144	5
143	145	5
143	146	5
143	147	5
143	148	5
149	149	3
150	151	4
152	152	5
153	153	5
153	154	5
153	155	5
153	156	5
153	157	4
153	158	3
153	159	4
153	160	3
153	161	4
153	162	4
153	163	5
164	164	4
164	165	5
164	166	4
164	167	4
164	168	4
169	170	5
169	171	5
169	172	5
169	173	4
169	174	5
169	169	4
169	175	5
169	176	5
169	177	4
169	178	4
179	179	3
180	181	4
180	182	4
180	183	3
184	184	4
185	185	5
185	186	4
185	62	4
185	187	3
185	188	4
185	189	3
190	191	4
190	192	4
190	193	5
190	194	4
195	196	4
195	197	4
195	195	3
195	198	3
195	199	3
195	200	3
195	201	3
195	202	4
195	203	3
195	204	3
195	205	3
206	207	5
206	206	4
206	208	4
206	209	5
206	210	5
206	211	5
206	212	5
206	213	5
214	214	3
214	215	4
214	216	3
214	217	3
214	218	3
214	219	3
214	220	3
214	221	3
214	222	3
214	223	3
214	224	3
214	225	3
214	226	3
214	227	3
214	228	3
214	229	3
214	230	3
214	231	3
214	232	3
214	233	4
214	234	3
214	235	3
214	236	3
214	237	3
214	238	3
214	239	3
214	240	3
214	241	3
214	242	3
214	243	3
214	244	3
214	245	3
214	246	3
214	247	3
214	248	3
214	249	3
214	250	3
214	70	3
214	251	3
214	252	3
214	253	3
214	254	3
214	255	3
214	256	3
214	257	3
214	258	3
214	259	3
214	260	3
214	261	3
214	262	3
214	263	3
214	264	3
214	265	4
266	266	3
267	267	5
267	268	5
267	269	3
267	270	5
267	271	4
267	272	5
267	273	5
267	274	5
275	276	4
136	135	5
277	278	3
277	279	4
277	280	3
277	277	4
277	281	3
277	282	5
277	283	4
277	30	5
277	284	3
277	22	5
277	285	5
277	286	5
277	287	4
277	227	3
277	288	4
277	289	3
277	290	5
277	291	3
277	292	5
277	112	5
277	61	4
277	293	3
277	294	3
277	295	4
277	296	4
277	297	5
277	298	3
299	299	5
300	300	3
301	301	4
301	46	5
301	95	4
301	302	4
301	303	5
301	304	5
301	305	5
301	306	4
301	307	4
301	308	5
309	309	3
309	191	4
309	310	5
309	311	3
309	312	3
313	313	4
314	46	5
314	30	5
314	315	4
314	316	4
314	317	3
314	318	4
314	319	4
314	320	5
321	321	3
321	322	5
321	323	5
321	126	5
321	175	4
321	324	5
321	30	5
321	325	5
321	326	5
321	327	4
321	328	5
321	329	5
330	330	4
330	331	4
330	49	4
330	332	5
330	57	5
330	333	4
330	334	5
330	335	4
330	336	5
330	337	5
330	48	4
338	339	5
338	338	5
340	340	3
341	342	3
343	344	5
343	345	5
343	324	5
343	346	5
347	347	3
348	349	5
348	303	5
348	350	4
348	351	4
348	352	5
348	353	5
354	354	5
231	355	3
231	356	3
231	357	4
231	234	3
231	358	3
231	359	3
231	360	3
231	214	4
231	361	3
231	362	3
231	363	4
231	30	5
231	364	4
365	365	3
366	366	3
367	367	3
368	368	3
369	370	4
371	371	3
372	373	5
372	374	4
372	375	5
372	87	4
372	141	4
372	376	4
372	377	5
372	378	3
372	379	5
380	381	5
382	382	3
383	383	3
384	385	5
384	384	3
384	386	3
384	387	4
388	389	4
388	390	5
388	391	4
388	392	5
388	393	4
388	394	5
395	395	3
396	396	3
397	397	3
397	398	5
397	399	5
397	157	5
397	400	4
397	401	3
397	346	4
397	402	3
397	403	3
397	404	3
397	405	5
397	406	3
397	407	4
397	408	3
397	72	4
397	409	3
397	410	4
397	411	4
397	412	3
397	413	3
397	414	4
397	415	3
397	416	3
397	417	4
397	181	4
397	418	3
397	419	3
397	420	4
397	421	3
397	422	4
423	424	5
423	425	5
423	22	5
423	112	5
423	118	5
423	426	5
423	427	5
428	429	4
428	430	4
428	431	4
428	432	4
428	433	5
428	434	4
428	46	5
428	435	4
428	436	4
428	437	4
428	438	4
428	318	4
428	439	4
428	440	5
428	44	4
428	30	5
428	441	4
428	442	4
428	443	4
428	316	4
428	352	5
428	444	4
428	445	4
428	446	4
447	447	5
448	449	4
448	450	4
448	451	4
448	452	4
448	453	3
448	454	4
455	455	5
456	457	4
458	458	3
459	459	3
460	460	3
460	461	3
462	370	4
462	463	4
462	464	4
462	465	5
438	438	3
438	316	5
438	466	4
438	467	4
438	468	4
438	469	4
438	441	5
438	470	3
438	471	3
438	472	3
438	473	3
438	474	3
438	475	3
438	476	3
438	477	3
438	478	3
438	479	3
438	480	3
438	481	3
438	482	3
438	483	3
438	236	3
438	484	3
438	485	3
438	486	4
438	487	3
438	488	3
438	489	3
438	490	3
438	491	4
438	492	3
438	493	3
438	494	3
438	495	3
438	496	3
438	497	3
438	498	5
438	499	3
438	500	3
438	501	4
438	502	3
438	503	3
438	504	3
438	505	3
438	506	5
438	70	3
438	507	3
438	508	4
438	509	3
438	510	3
438	305	5
438	511	5
438	512	4
438	513	4
438	93	3
438	514	4
438	515	3
438	258	3
438	516	3
438	517	3
438	518	3
438	519	3
438	520	3
438	521	3
438	522	3
438	523	4
438	524	4
438	525	5
438	526	4
438	527	4
438	528	4
438	529	4
438	530	3
438	531	3
438	532	3
438	533	3
438	534	3
438	535	3
438	536	3
438	537	3
438	538	3
438	539	3
438	540	3
438	541	3
438	542	3
438	543	3
438	544	3
438	545	4
438	546	4
438	547	4
438	548	3
438	549	4
438	550	3
438	551	3
438	460	3
438	552	3
438	553	4
554	555	5
554	556	4
557	557	5
557	558	5
557	559	5
560	560	4
560	561	5
560	562	5
563	564	4
563	565	4
201	197	4
201	201	3
566	566	3
567	567	5
568	568	3
568	569	3
568	570	3
571	571	3
571	572	5
362	362	4
362	232	4
362	39	5
362	573	3
362	324	4
362	574	4
362	575	4
362	576	5
362	577	5
362	578	4
362	19	5
362	579	4
362	580	4
362	581	4
362	96	3
362	582	4
362	583	5
362	584	5
362	92	4
362	316	5
362	585	3
362	586	3
362	587	4
362	588	4
362	589	3
362	255	3
362	501	4
362	45	5
362	9	4
362	590	3
362	488	3
362	30	5
362	328	5
362	591	4
362	592	4
362	593	4
362	594	4
362	329	5
362	89	3
362	595	4
362	596	4
362	597	4
362	598	5
362	103	4
362	599	4
362	469	5
362	523	4
362	438	3
362	104	4
362	242	5
362	600	4
362	157	4
362	601	5
362	602	4
362	603	4
362	604	4
362	335	4
362	336	5
362	98	4
362	605	4
362	606	4
362	607	4
